id,vendor,title,handle,created,published,updated,type,price,sku,available,image
2153773465662,HELM,The Hollis Brown,hollis-brown,2019-05-13T14:10:19-05:00,2019-09-16T17:19:47-05:00,2022-08-19T10:50:22-05:00,Boots,295.00,HBB502115E,False,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-the-hollis-brown-28546986410046.jpg?v=1628071954
2153773465662,HELM,The Hollis Brown,hollis-brown,2019-05-13T14:10:19-05:00,2019-09-16T17:19:47-05:00,2022-08-19T10:50:22-05:00,Boots,295.00,HBB502115E,False,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-the-hollis-brown-28555138629694.jpg?v=1628071954
2153773465662,HELM,The Hollis Brown,hollis-brown,2019-05-13T14:10:19-05:00,2019-09-16T17:19:47-05:00,2022-08-19T10:50:22-05:00,Boots,295.00,HBB502115E,False,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-the-hollis-brown-28562626707518.jpg?v=1628071954
2153773465662,HELM,The Hollis Brown,hollis-brown,2019-05-13T14:10:19-05:00,2019-09-16T17:19:47-05:00,2022-08-19T10:50:22-05:00,Boots,295.00,HBB502115E,False,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-the-hollis-brown-28555138727998.jpg?v=1628071954
2153767895102,HELM,The Hollis Black,hollis-black,2019-05-13T14:01:52-05:00,2019-09-16T17:19:47-05:00,2022-08-19T13:45:19-05:00,Boots,295.00,HBB501115E,True,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-the-hollis-black-28555512741950.jpg?v=1628016893
2153767895102,HELM,The Hollis Black,hollis-black,2019-05-13T14:01:52-05:00,2019-09-16T17:19:47-05:00,2022-08-19T13:45:19-05:00,Boots,295.00,HBB501115E,True,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-the-hollis-black-28555228905534.jpg?v=1628016893
2153767895102,HELM,The Hollis Black,hollis-black,2019-05-13T14:01:52-05:00,2019-09-16T17:19:47-05:00,2022-08-19T13:45:19-05:00,Boots,295.00,HBB501115E,True,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-the-hollis-black-28555543576638.jpg?v=1628016893
2153767895102,HELM,The Hollis Black,hollis-black,2019-05-13T14:01:52-05:00,2019-09-16T17:19:47-05:00,2022-08-19T13:45:19-05:00,Boots,295.00,HBB501115E,True,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-the-hollis-black-28562000150590.jpg?v=1628016893
2153767895102,HELM,The Hollis Black,hollis-black,2019-05-13T14:01:52-05:00,2019-09-16T17:19:47-05:00,2022-08-19T13:45:19-05:00,Boots,295.00,HBB501115E,True,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-the-hollis-black-28555301683262.jpg?v=1630213515
2153767895102,HELM,The Hollis Black,hollis-black,2019-05-13T14:01:52-05:00,2019-09-16T17:19:47-05:00,2022-08-19T13:45:19-05:00,Boots,295.00,HBB501115E,True,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-the-hollis-black-28555594399806.jpg?v=1630213515
2153767895102,HELM,The Hollis Black,hollis-black,2019-05-13T14:01:52-05:00,2019-09-16T17:19:47-05:00,2022-08-19T13:45:19-05:00,Boots,295.00,HBB501115E,True,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-the-hollis-black-28555571429438.jpg?v=1628016893
2109984702526,HELM,The Lou Teak,lou-teak,2019-04-10T14:12:27-05:00,2019-05-20T20:17:21-05:00,2022-08-16T13:32:17-05:00,Boots,265.00,HBB205115E,True,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-the-lou-teak-28554961420350.jpg?v=1628077003
2109984702526,HELM,The Lou Teak,lou-teak,2019-04-10T14:12:27-05:00,2019-05-20T20:17:21-05:00,2022-08-16T13:32:17-05:00,Boots,265.00,HBB205115E,True,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-the-lou-teak-28554961518654.jpg?v=1628077003
2109984702526,HELM,The Lou Teak,lou-teak,2019-04-10T14:12:27-05:00,2019-05-20T20:17:21-05:00,2022-08-16T13:32:17-05:00,Boots,265.00,HBB205115E,True,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-the-lou-teak-28547383001150.jpg?v=1628077003
2109984702526,HELM,The Lou Teak,lou-teak,2019-04-10T14:12:27-05:00,2019-05-20T20:17:21-05:00,2022-08-16T13:32:17-05:00,Boots,265.00,HBB205115E,True,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-the-lou-teak-14079050809406.jpg?v=1628077003
2109984702526,HELM,The Lou Teak,lou-teak,2019-04-10T14:12:27-05:00,2019-05-20T20:17:21-05:00,2022-08-16T13:32:17-05:00,Boots,265.00,HBB205115E,True,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-the-lou-teak-28554989305918.jpg?v=1628077003
2109984702526,HELM,The Lou Teak,lou-teak,2019-04-10T14:12:27-05:00,2019-05-20T20:17:21-05:00,2022-08-16T13:32:17-05:00,Boots,265.00,HBB205115E,True,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-the-lou-teak-28565065007166.jpg?v=1628077003
